opmode,density
1,0.219790675547098
11,0.051855375832540435
12,0.02759276879162702
13,0.018553758325404377
14,0.009039010466222646
15,0.01379638439581351
16,0.028544243577545196
21,0.1460513796384396
22,0.10894386298763083
23,0.12131303520456709
24,0.0922930542340628
25,0.03377735490009515
27,0.054709800190294956
28,0.03615604186489058
29,0.011417697431018078
30,0.025689819219790674
40,0.0004757373929590866
