opmode,density
1,0.46347305389221555
11,0.07964071856287425
12,0.029341317365269463
13,0.018562874251497007
14,0.008383233532934131
15,0.01437125748502994
16,0.035329341317365266
21,0.11077844311377245
22,0.11137724550898204
23,0.02874251497005988
24,0.017365269461077845
25,0.012574850299401197
27,0.013772455089820359
28,0.009580838323353293
29,0.005389221556886228
30,0.04131736526946108
