opmode,density
1,0.4086455331412104
11,0.14121037463976946
12,0.06340057636887608
13,0.029394812680115272
14,0.016714697406340056
15,0.01729106628242075
16,0.054178674351585014
21,0.03804034582132565
22,0.03804034582132565
23,0.05302593659942363
24,0.018443804034582133
25,0.01440922190201729
27,0.03112391930835735
28,0.017867435158501442
29,0.01095100864553314
30,0.04726224783861672
