opmode,density
1,0.40348692403486924
11,0.1095890410958904
12,0.05105853051058531
13,0.024906600249066
14,0.0136986301369863
15,0.010585305105853052
16,0.045454545454545456
21,0.10273972602739725
22,0.07658779576587796
23,0.0684931506849315
24,0.01805728518057285
25,0.008717310087173101
27,0.019925280199252802
28,0.010585305105853052
29,0.009962640099626401
30,0.026151930261519303
