opmode,density
1,0.3620689655172414
11,0.2132183908045977
12,0.07528735632183908
13,0.039655172413793106
14,0.038505747126436785
15,0.023563218390804597
16,0.06091954022988506
21,0.04597701149425287
22,0.026436781609195402
23,0.013218390804597701
24,0.009195402298850575
25,0.013218390804597701
27,0.021264367816091954
28,0.020689655172413793
29,0.011494252873563218
30,0.02528735632183908
