opmode,density
1,0.3828264758497317
11,0.1252236135957066
12,0.033392963625521764
13,0.022659511031604056
14,0.018485390578413835
15,0.011329755515802028
16,0.031007751937984496
21,0.07453786523553965
22,0.06678592725104353
23,0.07811568276684555
24,0.022063208109719738
25,0.01908169350029815
27,0.027429934406678593
28,0.0172927847346452
29,0.01073345259391771
30,0.059033989266547404
