opmode,density
21,0.17325227963525835
22,0.11094224924012158
23,0.25379939209726443
24,0.17325227963525835
25,0.06838905775075987
27,0.10182370820668693
28,0.07598784194528875
29,0.010638297872340425
30,0.030395136778115502
40,0.001519756838905775
