opmode,density
21,0.008368200836820083
22,0.09623430962343096
23,0.28870292887029286
24,0.3263598326359833
25,0.12133891213389121
27,0.05439330543933055
28,0.02092050209205021
29,0.016736401673640166
30,0.06694560669456066
