opmode,density
21,0.22695035460992907
22,0.12529550827423167
23,0.19621749408983452
24,0.17257683215130024
25,0.08747044917257683
27,0.08983451536643026
28,0.028368794326241134
29,0.0070921985815602835
30,0.06619385342789598
