opmode,density
21,0.2403560830860534
22,0.13353115727002968
23,0.19881305637982197
24,0.16913946587537093
25,0.10385756676557864
27,0.0712166172106825
28,0.04747774480712166
29,0.008902077151335312
30,0.020771513353115726
40,0.005934718100890208
