opmode,density
21,0.2557651991614256
22,0.1090146750524109
23,0.23270440251572327
24,0.22851153039832284
25,0.039832285115303984
27,0.027253668763102725
28,0.010482180293501049
29,0.010482180293501049
30,0.0859538784067086
