opmode,density
1,0.35916919959473154
11,0.12411347517730496
12,0.05572441742654509
13,0.025835866261398176
14,0.014690982776089158
15,0.015197568389057751
16,0.047619047619047616
21,0.034447821681864235
22,0.04508611955420466
23,0.08156028368794327
24,0.05572441742654509
25,0.02735562310030395
27,0.033941236068895646
28,0.0182370820668693
29,0.01165146909827761
30,0.04964539007092199
