opmode,density
1,0.28442437923250563
11,0.16749435665914222
12,0.05914221218961625
13,0.031151241534988713
14,0.030248306997742665
15,0.01851015801354402
16,0.04785553047404063
21,0.06862302483069978
22,0.040632054176072234
23,0.05056433408577878
24,0.054627539503386
25,0.024830699774266364
27,0.04334085778781038
28,0.02708803611738149
29,0.01580135440180587
30,0.033408577878103835
40,0.002257336343115124
