opmode,density
1,0.30803794308537197
11,0.1018472291562656
12,0.032451323015476784
13,0.03344982526210684
14,0.010484273589615577
15,0.006989515726410384
16,0.040938592111832255
21,0.0963554667998003
22,0.1108337493759361
23,0.08137793310034948
24,0.05891163255117324
25,0.028457314028956564
27,0.03145282076884673
28,0.022466300549176237
29,0.0074887668497254116
30,0.02745881178232651
40,0.000998502246630055
