opmode,density
1,0.31108977436389823
11,0.08449351896303409
12,0.039366298607777246
13,0.019203072491598656
14,0.01056168987037926
15,0.00816130580892943
16,0.03504560729716755
21,0.13778204512722037
22,0.08401344215074412
23,0.10609697551608258
24,0.06625060009601537
25,0.01584253480556889
27,0.02160345655304849
28,0.01056168987037926
29,0.010081613058089293
30,0.039846375420067214
